id_1,id_2,id_3,id_4,id_5,id_6,id_7,id_8,id_9
-4.789,-16.139,4.179,2.479,1.805,-10.8,-14.212,-8.215,-0.927
-4.771,-16.11,4.212,2.517,1.835,-10.777,-14.176,-8.194,-0.893
-4.758,-16.083,4.232,2.552,1.861,-10.749,-14.151,-8.177,-0.861
-4.746,-16.057,4.25,2.586,1.892,-10.733,-14.119,-8.161,-0.83
-4.742,-16.034,4.265,2.617,1.911,-10.72,-14.099,-8.143,-0.803
-4.735,-16.011,4.289,2.647,1.93,-10.699,-14.069,-8.13,-0.774
-4.732,-15.988,4.306,2.678,1.955,-10.692,-14.05,-8.119,-0.747
-4.737,-15.968,4.319,2.705,1.965,-10.679,-14.025,-8.108,-0.723
-4.743,-15.95,4.322,2.73,1.982,-10.682,-14.011,-8.103,-0.702
-4.753,-15.933,4.329,2.751,1.985,-10.676,-13.999,-8.095,-0.682
-4.766,-15.917,4.347,2.774,1.996,-10.674,-13.979,-8.094,-0.663
-4.78,-15.902,4.352,2.796,1.993,-10.689,-13.968,-8.094,-0.645
-4.8,-15.887,4.356,2.816,1.998,-10.695,-13.96,-8.092,-0.627
-4.821,-15.873,4.361,2.835,1.999,-10.721,-13.943,-8.094,-0.611
-4.847,-15.861,4.359,2.853,1.997,-10.736,-13.936,-8.094,-0.597
-4.876,-15.849,4.359,2.87,1.975,-10.776,-13.931,-8.101,-0.583
-4.907,-15.837,4.36,2.887,1.965,-10.801,-13.926,-8.101,-0.57
-4.938,-15.827,4.354,2.902,1.948,-10.834,-13.914,-8.104,-0.558
-4.975,-15.818,4.349,2.915,1.926,-10.898,-13.911,-8.114,-0.548
-5.01,-15.808,4.358,2.929,1.898,-10.945,-13.91,-8.119,-0.538
-5.051,-15.799,4.357,2.942,1.863,-11.0,-13.909,-8.13,-0.528
-5.092,-15.792,4.351,2.955,1.82,-11.087,-13.901,-8.141,-0.521
-5.131,-15.784,4.347,2.967,1.765,-11.163,-13.9,-8.145,-0.512
-5.171,-15.776,4.341,2.979,1.7,-11.244,-13.902,-8.152,-0.505
-5.214,-15.77,4.333,2.988,1.658,-11.314,-13.904,-8.168,-0.499
-5.255,-15.763,4.327,3.0,1.577,-11.397,-13.907,-8.178,-0.493
-5.294,-15.757,4.32,3.008,1.478,-11.513,-13.912,-8.189,-0.487
-5.333,-15.751,4.31,3.019,1.367,-11.602,-13.906,-8.199,-0.483
-5.371,-15.746,4.302,3.027,1.267,-11.691,-13.909,-8.208,-0.478
-5.41,-15.741,4.295,3.037,1.158,-11.771,-13.914,-8.219,-0.475
-5.446,-15.736,4.282,3.045,1.056,-11.838,-13.919,-8.235,-0.472
-5.481,-15.732,4.273,3.053,0.918,-11.911,-13.925,-8.249,-0.468
-5.514,-15.727,4.274,3.06,0.827,-11.973,-13.931,-8.262,-0.467
-5.544,-15.723,4.266,3.067,0.742,-12.026,-13.939,-8.273,-0.465
-5.572,-15.719,4.258,3.076,0.634,-12.082,-13.945,-8.287,-0.463
-5.601,-15.716,4.25,3.081,0.548,-12.129,-13.953,-8.301,-0.464
-5.626,-15.711,4.239,3.088,0.482,-12.165,-13.961,-8.307,-0.462
-5.653,-15.708,4.23,3.095,0.416,-12.189,-13.969,-8.318,-0.462
-5.676,-15.704,4.222,3.101,0.367,-12.222,-13.977,-8.329,-0.462
-5.697,-15.701,4.208,3.107,0.32,-12.257,-13.987,-8.341,-0.463
-5.716,-15.698,4.198,3.113,0.273,-12.279,-13.996,-8.355,-0.464
-5.737,-15.695,4.196,3.12,0.24,-12.307,-14.005,-8.368,-0.465
-5.756,-15.692,4.189,3.125,0.207,-12.325,-14.015,-8.376,-0.467
-5.772,-15.69,4.179,3.13,0.17,-12.338,-14.025,-8.388,-0.47
-5.788,-15.686,4.171,3.137,0.146,-12.354,-14.034,-8.398,-0.471
-5.803,-15.685,4.16,3.141,0.118,-12.374,-14.046,-8.409,-0.475
-5.816,-15.682,4.148,3.147,0.102,-12.385,-14.055,-8.418,-0.478
-5.829,-15.679,4.145,3.153,0.085,-12.398,-14.065,-8.426,-0.483
-5.841,-15.676,4.142,3.158,0.06,-12.406,-14.076,-8.435,-0.486
-5.853,-15.675,4.129,3.161,0.053,-12.416,-14.087,-8.445,-0.492
-5.862,-15.672,4.12,3.166,0.035,-12.425,-14.097,-8.452,-0.497
-5.872,-15.669,4.118,3.173,0.025,-12.43,-14.108,-8.461,-0.502
-5.883,-15.668,4.109,3.176,0.011,-12.439,-14.119,-8.47,-0.509
-5.89,-15.665,4.102,3.182,0.001,-12.447,-14.129,-8.476,-0.515
-5.897,-15.664,4.097,3.185,-0.004,-12.453,-14.14,-8.486,-0.523
-5.905,-15.661,4.091,3.19,-0.017,-12.456,-14.151,-8.495,-0.531
-5.912,-15.659,4.084,3.196,-0.026,-12.461,-14.161,-8.499,-0.539
-5.918,-15.657,4.078,3.198,-0.033,-12.465,-14.171,-8.504,-0.547
-5.923,-15.656,4.074,3.204,-0.039,-12.466,-14.182,-8.512,-0.556
-5.93,-15.654,4.07,3.208,-0.047,-12.471,-14.193,-8.519,-0.566
-5.934,-15.652,4.064,3.214,-0.051,-12.475,-14.202,-8.524,-0.576
-5.939,-15.65,4.061,3.219,-0.054,-12.475,-14.213,-8.529,-0.586
-5.943,-15.649,4.057,3.221,-0.062,-12.482,-14.223,-8.534,-0.599
-5.946,-15.645,4.052,3.228,-0.065,-12.481,-14.231,-8.537,-0.61
-5.95,-15.644,4.049,3.23,-0.073,-12.483,-14.242,-8.541,-0.623
-5.953,-15.643,4.046,3.237,-0.075,-12.483,-14.252,-8.545,-0.638
-5.955,-15.64,4.04,3.24,-0.077,-12.484,-14.258,-8.548,-0.65
-5.959,-15.639,4.039,3.246,-0.085,-12.486,-14.267,-8.551,-0.667
-5.961,-15.636,4.038,3.25,-0.084,-12.487,-14.282,-8.555,-0.681
-5.962,-15.635,4.033,3.256,-0.092,-12.486,-14.295,-8.558,-0.699
-5.963,-15.633,4.032,3.259,-0.089,-12.487,-14.304,-8.56,-0.715
-5.965,-15.632,4.031,3.266,-0.097,-12.489,-14.313,-8.564,-0.734
-5.966,-15.629,4.029,3.269,-0.094,-12.488,-14.321,-8.566,-0.751
-5.967,-15.628,4.025,3.275,-0.099,-12.487,-14.33,-8.567,-0.772
-5.967,-15.626,4.024,3.279,-0.103,-12.487,-14.337,-8.566,-0.791
-5.968,-15.625,4.025,3.286,-0.1,-12.486,-14.345,-8.569,-0.813
-5.968,-15.622,4.026,3.289,-0.105,-12.483,-14.352,-8.57,-0.833
-5.967,-15.62,4.025,3.296,-0.108,-12.484,-14.359,-8.571,-0.857
-5.967,-15.619,4.029,3.3,-0.11,-12.481,-14.365,-8.57,-0.879
-5.966,-15.617,4.029,3.307,-0.112,-12.482,-14.371,-8.57,-0.904
-5.965,-15.614,4.028,3.311,-0.113,-12.479,-14.377,-8.568,-0.928
-5.964,-15.613,4.028,3.319,-0.115,-12.475,-14.382,-8.568,-0.954
-5.962,-15.611,4.033,3.323,-0.115,-12.475,-14.387,-8.565,-0.979
-5.961,-15.609,4.036,3.331,-0.116,-12.472,-14.392,-8.564,-1.007
-5.958,-15.607,4.038,3.335,-0.117,-12.47,-14.395,-8.563,-1.033
-5.956,-15.605,4.04,3.344,-0.117,-12.469,-14.401,-8.56,-1.059
-5.954,-15.603,4.044,3.35,-0.124,-12.463,-14.405,-8.557,-1.089
-5.95,-15.601,4.046,3.355,-0.121,-12.461,-14.406,-8.553,-1.115
-5.948,-15.599,4.047,3.364,-0.12,-12.459,-14.411,-8.551,-1.143
-5.944,-15.597,4.054,3.367,-0.118,-12.455,-14.412,-8.546,-1.17
-5.94,-15.595,4.059,3.377,-0.125,-12.451,-14.413,-8.541,-1.196
-5.936,-15.592,4.063,3.383,-0.12,-12.447,-14.417,-8.536,-1.223
-5.932,-15.591,4.07,3.391,-0.125,-12.442,-14.418,-8.532,-1.251
-5.927,-15.589,4.076,3.4,-0.122,-12.438,-14.416,-8.527,-1.276
-5.923,-15.588,4.081,3.405,-0.118,-12.433,-14.413,-8.52,-1.3
-5.916,-15.584,4.089,3.415,-0.121,-12.43,-14.41,-8.513,-1.324
-5.912,-15.584,4.096,3.424,-0.117,-12.424,-14.411,-8.507,-1.349
-5.905,-15.58,4.103,3.43,-0.119,-12.416,-14.408,-8.498,-1.37
-5.9,-15.58,4.113,3.439,-0.122,-12.414,-14.406,-8.491,-1.394
-5.892,-15.576,4.12,3.45,-0.115,-12.405,-14.405,-8.482,-1.413
-5.885,-15.575,4.13,3.456,-0.117,-12.399,-14.401,-8.473,-1.432
-5.878,-15.572,4.14,3.467,-0.118,-12.394,-14.395,-8.464,-1.449
-5.869,-15.571,4.15,3.48,-0.11,-12.384,-14.388,-8.454,-1.465
-5.861,-15.568,4.163,3.491,-0.11,-12.377,-14.381,-8.442,-1.48
-5.85,-15.566,4.174,3.501,-0.108,-12.369,-14.376,-8.429,-1.493
-5.841,-15.564,4.186,3.513,-0.108,-12.361,-14.371,-8.418,-1.505
-5.832,-15.564,4.201,3.517,-0.099,-12.352,-14.36,-8.406,-1.515
-5.82,-15.56,4.217,3.531,-0.095,-12.342,-14.351,-8.39,-1.523
-5.81,-15.562,4.23,3.544,-0.094,-12.333,-14.343,-8.377,-1.532
-5.797,-15.558,4.246,3.556,-0.09,-12.32,-14.328,-8.363,-1.537
-5.786,-15.561,4.261,3.566,-0.088,-12.31,-14.319,-8.346,-1.543
-5.773,-15.558,4.279,3.581,-0.082,-12.297,-14.306,-8.329,-1.545
-5.758,-15.559,4.298,3.593,-0.077,-12.287,-14.29,-8.312,-1.545
-5.746,-15.56,4.315,3.603,-0.073,-12.274,-14.278,-8.295,-1.546
-5.73,-15.559,4.335,3.618,-0.067,-12.264,-14.262,-8.274,-1.544
-5.714,-15.562,4.357,3.629,-0.06,-12.246,-14.246,-8.254,-1.539
-5.697,-15.563,4.379,3.654,-0.052,-12.234,-14.228,-8.232,-1.533
-5.681,-15.567,4.398,3.66,-0.046,-12.218,-14.21,-8.211,-1.528
-5.663,-15.57,4.423,3.666,-0.037,-12.203,-14.191,-8.188,-1.518
-5.645,-15.573,4.451,3.677,-0.027,-12.188,-14.17,-8.164,-1.508
-5.625,-15.578,4.475,3.682,-0.017,-12.167,-14.146,-8.139,-1.498
-5.605,-15.584,4.502,3.704,-0.005,-12.15,-14.125,-8.113,-1.483
-5.583,-15.591,4.531,3.703,0.007,-12.131,-14.099,-8.084,-1.467
-5.562,-15.601,4.56,3.698,0.02,-12.112,-14.073,-8.056,-1.451
-5.542,-15.614,4.589,3.712,0.031,-12.095,-14.052,-8.029,-1.436
-5.518,-15.622,4.619,3.692,0.045,-12.074,-14.024,-7.998,-1.417
-5.496,-15.637,4.652,3.7,0.06,-12.053,-13.995,-7.967,-1.396
-5.47,-15.648,4.686,3.657,0.077,-12.03,-13.965,-7.934,-1.373
-5.445,-15.665,4.718,3.645,0.093,-12.007,-13.934,-7.9,-1.349
-5.423,-15.683,4.752,3.552,0.107,-11.987,-13.906,-7.87,-1.328
-5.396,-15.705,4.787,3.498,0.127,-11.968,-13.874,-7.835,-1.302
-5.37,-15.724,4.823,3.416,0.145,-11.943,-13.841,-7.799,-1.275
-5.347,-15.746,4.857,3.192,0.15,-11.921,-13.811,-7.766,-1.25
-5.322,-15.768,4.895,3.011,0.166,-11.895,-13.777,-7.729,-1.221
-5.294,-15.789,4.936,2.811,0.185,-11.874,-13.74,-7.692,-1.19
-5.27,-15.806,4.971,2.531,0.202,-11.851,-13.707,-7.656,-1.162
-5.247,-15.831,5.007,2.33,0.218,-11.834,-13.674,-7.622,-1.135
-5.223,-15.855,5.043,2.199,0.236,-11.809,-13.638,-7.584,-1.104
-5.199,-15.872,5.082,2.106,0.254,-11.791,-13.607,-7.548,-1.074
-5.177,-15.891,5.118,2.052,0.271,-11.769,-13.575,-7.513,-1.046
-5.158,-15.912,5.155,2.007,0.285,-11.754,-13.542,-7.479,-1.019
-5.137,-15.93,5.19,1.978,0.303,-11.739,-13.508,-7.444,-0.989
-5.118,-15.948,5.224,1.971,0.319,-11.718,-13.475,-7.409,-0.96
-5.102,-15.962,5.26,1.963,0.322,-11.706,-13.444,-7.377,-0.933
-5.085,-15.971,5.297,1.958,0.333,-11.693,-13.411,-7.343,-0.904
-5.069,-15.981,5.331,1.965,0.347,-11.674,-13.381,-7.31,-0.876
-5.058,-15.99,5.361,1.959,0.356,-11.665,-13.353,-7.279,-0.851
-5.046,-15.997,5.394,1.983,0.368,-11.655,-13.323,-7.248,-0.825
-5.036,-16.006,5.424,1.996,0.378,-11.648,-13.295,-7.218,-0.799
-5.03,-16.011,5.453,2.006,0.385,-11.645,-13.27,-7.19,-0.777
-5.024,-16.015,5.482,2.009,0.393,-11.641,-13.245,-7.164,-0.754
-5.02,-16.02,5.51,2.033,0.4,-11.631,-13.219,-7.137,-0.731
-5.019,-16.023,5.537,2.037,0.404,-11.629,-13.196,-7.111,-0.71
-5.018,-16.025,5.564,2.061,0.409,-11.627,-13.171,-7.087,-0.689
-5.017,-16.025,5.591,2.068,0.423,-11.626,-13.148,-7.061,-0.668
-5.022,-16.027,5.614,2.092,0.432,-11.629,-13.126,-7.04,-0.649
-5.028,-16.028,5.637,2.097,0.434,-11.633,-13.108,-7.019,-0.632
-5.033,-16.027,5.662,2.118,0.437,-11.636,-13.086,-6.996,-0.613
-5.042,-16.025,5.683,2.129,0.441,-11.641,-13.065,-6.976,-0.595
-5.054,-16.027,5.702,2.137,0.44,-11.648,-13.05,-6.957,-0.581
-5.066,-16.025,5.722,2.157,0.437,-11.656,-13.032,-6.939,-0.566
-5.08,-16.024,5.743,2.165,0.445,-11.665,-13.014,-6.921,-0.551
-5.096,-16.023,5.763,2.172,0.451,-11.673,-12.998,-6.905,-0.537
-5.112,-16.02,5.782,2.183,0.446,-11.683,-12.984,-6.888,-0.523
-5.131,-16.017,5.799,2.195,0.445,-11.694,-12.968,-6.871,-0.51
-5.152,-16.016,5.816,2.202,0.451,-11.704,-12.954,-6.857,-0.498
-5.17,-16.015,5.832,2.213,0.45,-11.716,-12.941,-6.843,-0.486
-5.193,-16.014,5.848,2.223,0.446,-11.731,-12.93,-6.83,-0.475
-5.217,-16.013,5.863,2.229,0.449,-11.744,-12.917,-6.816,-0.465
-5.239,-16.01,5.879,2.24,0.449,-11.75,-12.903,-6.802,-0.454
-5.263,-16.007,5.891,2.251,0.445,-11.762,-12.892,-6.791,-0.445
-5.287,-16.006,5.908,2.255,0.445,-11.774,-12.881,-6.78,-0.436
-5.314,-16.006,5.921,2.264,0.443,-11.788,-12.872,-6.771,-0.428
-5.339,-16.004,5.932,2.264,0.442,-11.803,-12.862,-6.759,-0.419
-5.363,-16.002,5.945,2.272,0.442,-11.815,-12.851,-6.748,-0.411
-5.388,-16.001,5.961,2.281,0.44,-11.83,-12.843,-6.739,-0.404
-5.413,-15.998,5.971,2.28,0.436,-11.848,-12.833,-6.73,-0.396
-5.437,-15.997,5.982,2.288,0.437,-11.856,-12.825,-6.721,-0.389
-5.462,-15.996,5.994,2.297,0.437,-11.866,-12.815,-6.712,-0.383
-5.487,-15.995,6.005,2.294,0.433,-11.884,-12.809,-6.704,-0.377
-5.51,-15.995,6.015,2.301,0.432,-11.898,-12.801,-6.698,-0.372
-5.533,-15.993,6.025,2.3,0.432,-11.907,-12.795,-6.689,-0.366
-5.556,-15.993,6.037,2.3,0.429,-11.921,-12.788,-6.683,-0.361
-5.578,-15.992,6.046,2.307,0.425,-11.934,-12.78,-6.675,-0.356
-5.6,-15.991,6.055,2.306,0.423,-11.945,-12.773,-6.67,-0.352
-5.62,-15.991,6.068,2.306,0.424,-11.956,-12.768,-6.663,-0.347
-5.64,-15.989,6.076,2.314,0.425,-11.967,-12.762,-6.658,-0.342
-5.657,-15.989,6.085,2.312,0.422,-11.977,-12.755,-6.652,-0.339
-5.676,-15.989,6.093,2.311,0.422,-11.988,-12.751,-6.647,-0.335
-5.695,-15.989,6.103,2.31,0.423,-12.001,-12.747,-6.641,-0.332
-5.711,-15.989,6.112,2.318,0.42,-12.009,-12.741,-6.637,-0.328
-5.727,-15.988,6.12,2.316,0.42,-12.017,-12.735,-6.632,-0.325
-5.743,-15.99,6.129,2.314,0.421,-12.029,-12.731,-6.628,-0.323
-5.756,-15.989,6.138,2.314,0.417,-12.038,-12.725,-6.624,-0.32
-5.772,-15.989,6.144,2.312,0.417,-12.047,-12.722,-6.621,-0.318
-5.786,-15.99,6.154,2.311,0.418,-12.056,-12.717,-6.617,-0.316
-5.798,-15.99,6.162,2.31,0.412,-12.063,-12.712,-6.613,-0.313
-5.81,-15.991,6.169,2.309,0.411,-12.069,-12.709,-6.61,-0.312
-5.822,-15.991,6.18,2.307,0.413,-12.078,-12.704,-6.607,-0.31
-5.834,-15.992,6.187,2.306,0.41,-12.085,-12.701,-6.606,-0.309
-5.845,-15.993,6.194,2.295,0.41,-12.091,-12.697,-6.602,-0.308
-5.854,-15.993,6.201,2.295,0.411,-12.1,-12.695,-6.599,-0.307
-5.864,-15.995,6.21,2.293,0.409,-12.108,-12.692,-6.597,-0.306
-5.874,-15.996,6.218,2.292,0.41,-12.112,-12.688,-6.597,-0.305
-5.883,-15.997,6.224,2.291,0.408,-12.118,-12.683,-6.593,-0.304
-5.891,-15.998,6.235,2.28,0.406,-12.126,-12.681,-6.593,-0.304
-5.9,-16.0,6.242,2.279,0.408,-12.131,-12.678,-6.591,-0.304
-5.907,-16.002,6.249,2.277,0.408,-12.136,-12.676,-6.591,-0.304
-5.914,-16.004,6.255,2.267,0.409,-12.141,-12.673,-6.588,-0.305
-5.921,-16.005,6.267,2.266,0.411,-12.145,-12.67,-6.589,-0.304
-5.927,-16.009,6.275,2.264,0.409,-12.15,-12.667,-6.586,-0.305
-5.933,-16.009,6.282,2.253,0.407,-12.155,-12.665,-6.587,-0.306
-5.939,-16.012,6.29,2.252,0.411,-12.159,-12.662,-6.586,-0.307
-5.946,-16.014,6.296,2.241,0.411,-12.165,-12.661,-6.587,-0.308
-5.95,-16.017,6.307,2.239,0.412,-12.169,-12.657,-6.587,-0.31
-5.956,-16.02,6.315,2.228,0.411,-12.171,-12.655,-6.587,-0.311
-5.961,-16.023,6.324,2.226,0.411,-12.174,-12.653,-6.589,-0.313
-5.965,-16.027,6.332,2.215,0.413,-12.178,-12.652,-6.59,-0.315
-5.969,-16.029,6.339,2.204,0.415,-12.181,-12.649,-6.591,-0.317
-5.973,-16.032,6.348,2.201,0.415,-12.185,-12.648,-6.59,-0.32
-5.978,-16.037,6.352,2.19,0.417,-12.188,-12.645,-6.594,-0.322
-5.98,-16.04,6.366,2.189,0.42,-12.189,-12.644,-6.596,-0.325
-5.984,-16.043,6.376,2.177,0.42,-12.192,-12.641,-6.598,-0.328
-5.987,-16.047,6.384,2.165,0.422,-12.193,-12.64,-6.601,-0.332
-5.99,-16.051,6.394,2.164,0.425,-12.196,-12.639,-6.604,-0.335
-5.992,-16.056,6.404,2.152,0.425,-12.198,-12.635,-6.607,-0.339
-5.995,-16.06,6.412,2.14,0.425,-12.199,-12.636,-6.61,-0.344
-5.998,-16.066,6.423,2.128,0.428,-12.202,-12.633,-6.611,-0.349
-6.0,-16.071,6.432,2.124,0.433,-12.204,-12.632,-6.617,-0.354
-6.001,-16.075,6.442,2.114,0.434,-12.204,-12.629,-6.621,-0.359
-6.004,-16.082,6.452,2.102,0.435,-12.205,-12.629,-6.627,-0.365
-6.005,-16.088,6.463,2.087,0.438,-12.206,-12.628,-6.633,-0.372
-6.006,-16.093,6.473,2.075,0.442,-12.207,-12.626,-6.639,-0.377
-6.008,-16.1,6.484,2.073,0.444,-12.207,-12.626,-6.646,-0.384
-6.008,-16.106,6.496,2.062,0.446,-12.208,-12.624,-6.652,-0.392
-6.01,-16.114,6.507,2.048,0.45,-12.209,-12.623,-6.66,-0.4
-6.01,-16.121,6.521,2.036,0.453,-12.208,-12.622,-6.669,-0.407
-6.011,-16.128,6.534,2.023,0.457,-12.208,-12.621,-6.678,-0.417
-6.012,-16.136,6.549,2.008,0.459,-12.208,-12.62,-6.688,-0.427
-6.012,-16.144,6.556,1.995,0.465,-12.207,-12.622,-6.699,-0.436
-6.012,-16.154,6.568,1.992,0.467,-12.207,-12.619,-6.71,-0.448
-6.011,-16.162,6.584,1.981,0.473,-12.206,-12.617,-6.722,-0.459
-6.012,-16.171,6.598,1.969,0.477,-12.206,-12.618,-6.736,-0.47
-6.011,-16.182,6.614,1.956,0.48,-12.204,-12.617,-6.751,-0.485
-6.011,-16.191,6.623,1.943,0.484,-12.203,-12.617,-6.767,-0.498
-6.009,-16.203,6.64,1.931,0.491,-12.201,-12.616,-6.784,-0.512
-6.009,-16.213,6.656,1.918,0.495,-12.2,-12.615,-6.803,-0.527
-6.008,-16.226,6.673,1.904,0.498,-12.199,-12.616,-6.824,-0.546
-6.006,-16.236,6.683,1.892,0.505,-12.196,-12.615,-6.846,-0.563
-6.005,-16.25,6.701,1.879,0.51,-12.194,-12.614,-6.871,-0.582
-6.003,-16.264,6.72,1.865,0.518,-12.192,-12.616,-6.898,-0.602
-6.001,-16.278,6.74,1.854,0.521,-12.189,-12.614,-6.927,-0.623
-5.999,-16.29,6.753,1.842,0.527,-12.186,-12.617,-6.959,-0.646
-5.998,-16.306,6.774,1.826,0.536,-12.184,-12.615,-6.994,-0.671
-5.995,-16.322,6.799,1.814,0.543,-12.18,-12.618,-7.033,-0.697
-5.991,-16.338,6.811,1.813,0.551,-12.176,-12.616,-7.062,-0.72
-5.989,-16.353,6.837,1.804,0.557,-12.173,-12.619,-7.105,-0.75
-5.986,-16.37,6.853,1.795,0.564,-12.168,-12.617,-7.153,-0.78
-5.982,-16.389,6.873,1.783,0.571,-12.164,-12.618,-7.205,-0.81
-5.979,-16.408,6.893,1.773,0.581,-12.159,-12.621,-7.247,-0.845
-5.974,-16.427,6.917,1.764,0.589,-12.154,-12.624,-7.303,-0.877
-5.97,-16.444,6.947,1.755,0.599,-12.149,-12.623,-7.363,-0.911
-5.966,-16.464,6.968,1.745,0.609,-12.144,-12.628,-7.415,-0.952
-5.961,-16.486,6.995,1.737,0.619,-12.138,-12.627,-7.478,-0.99
-5.955,-16.508,7.021,1.728,0.629,-12.131,-12.632,-7.532,-1.029
-5.95,-16.527,7.037,1.719,0.641,-12.125,-12.632,-7.596,-1.071
-5.944,-16.549,7.068,1.712,0.652,-12.118,-12.639,-7.655,-1.111
-5.938,-16.573,7.099,1.704,0.663,-12.111,-12.64,-7.716,-1.149
-5.931,-16.591,7.126,1.699,0.677,-12.102,-12.646,-7.769,-1.19
-5.924,-16.615,7.151,1.693,0.69,-12.095,-12.649,-7.833,-1.233
-5.917,-16.64,7.18,1.685,0.703,-12.086,-12.658,-7.885,-1.273
-5.907,-16.66,7.211,1.681,0.719,-12.075,-12.659,-7.926,-1.309
-5.9,-16.684,7.243,1.684,0.733,-12.065,-12.672,-7.971,-1.35
-5.889,-16.702,7.29,1.685,0.749,-12.054,-12.674,-8.015,-1.387
-5.88,-16.727,7.312,1.684,0.765,-12.043,-12.689,-8.055,-1.423
-5.869,-16.746,7.34,1.683,0.784,-12.03,-12.694,-8.091,-1.454
-5.859,-16.764,7.382,1.682,0.8,-12.019,-12.702,-8.119,-1.485
-5.845,-16.785,7.422,1.685,0.82,-12.005,-12.719,-8.142,-1.512
-5.834,-16.804,7.452,1.684,0.84,-11.99,-12.73,-8.171,-1.537
-5.819,-16.819,7.489,1.686,0.86,-11.974,-12.752,-8.188,-1.56
-5.806,-16.834,7.527,1.696,0.881,-11.958,-12.766,-8.2,-1.583
-5.789,-16.847,7.579,1.706,0.906,-11.941,-12.781,-8.211,-1.598
-5.774,-16.861,7.62,1.71,0.927,-11.922,-12.813,-8.221,-1.613
-5.755,-16.869,7.653,1.719,0.953,-11.902,-12.833,-8.225,-1.624
-5.737,-16.88,7.694,1.732,0.979,-11.882,-12.857,-8.227,-1.631
-5.716,-16.887,7.747,1.75,1.012,-11.859,-12.897,-8.226,-1.635
-5.695,-16.889,7.803,1.761,1.042,-11.836,-12.931,-8.22,-1.64
-5.673,-16.892,7.851,1.772,1.073,-11.812,-12.965,-8.216,-1.64
-5.647,-16.893,7.9,1.797,1.109,-11.781,-12.998,-8.204,-1.634
-5.621,-16.889,7.952,1.819,1.144,-11.754,-13.039,-8.193,-1.629
-5.595,-16.882,8.002,1.836,1.181,-11.725,-13.078,-8.179,-1.619
-5.566,-16.876,8.055,1.859,1.221,-11.693,-13.117,-8.16,-1.606
-5.536,-16.866,8.111,1.885,1.262,-11.66,-13.183,-8.138,-1.591
-5.503,-16.851,8.166,1.915,1.305,-11.624,-13.233,-8.114,-1.572
-5.468,-16.835,8.226,1.949,1.352,-11.586,-13.258,-8.088,-1.548
-5.431,-16.815,8.286,1.982,1.4,-11.545,-13.291,-8.058,-1.524
-5.393,-16.789,8.35,2.017,1.451,-11.503,-13.322,-8.026,-1.496
-5.355,-16.766,8.413,2.052,1.501,-11.462,-13.356,-7.991,-1.466
-5.313,-16.738,8.477,2.092,1.556,-11.417,-13.386,-7.954,-1.433
-5.271,-16.709,8.545,2.134,1.61,-11.37,-13.405,-7.914,-1.399
-5.226,-16.673,8.616,2.179,1.671,-11.321,-13.411,-7.872,-1.359
-5.182,-16.639,8.682,2.223,1.729,-11.272,-13.416,-7.828,-1.319
-5.138,-16.605,8.757,2.27,1.788,-11.223,-13.418,-7.785,-1.28
-5.092,-16.569,8.827,2.314,1.851,-11.173,-13.419,-7.741,-1.237
-5.047,-16.53,8.895,2.362,1.914,-11.122,-13.407,-7.695,-1.194
-5.001,-16.489,8.975,2.412,1.976,-11.071,-13.392,-7.646,-1.149
-4.955,-16.448,9.046,2.457,2.035,-11.019,-13.38,-7.599,-1.104
-4.913,-16.41,9.112,2.503,2.095,-10.97,-13.363,-7.554,-1.062
-4.871,-16.371,9.195,2.553,2.155,-10.923,-13.338,-7.507,-1.018
-4.83,-16.331,9.263,2.596,2.215,-10.875,-13.318,-7.464,-0.975
-4.793,-16.294,9.31,2.638,2.274,-10.833,-13.301,-7.42,-0.935
-4.759,-16.259,9.368,2.681,2.33,-10.789,-13.278,-7.38,-0.896
-4.724,-16.222,9.427,2.724,2.388,-10.749,-13.253,-7.338,-0.856
-4.693,-16.189,9.488,2.764,2.436,-10.708,-13.232,-7.3,-0.82
-4.667,-16.159,9.553,2.797,2.488,-10.674,-13.209,-7.265,-0.785
-4.64,-16.128,9.609,2.834,2.541,-10.638,-13.185,-7.229,-0.751
-4.619,-16.098,9.648,2.87,2.587,-10.605,-13.169,-7.196,-0.721
-4.6,-16.071,9.69,2.902,2.629,-10.578,-13.148,-7.165,-0.69
-4.583,-16.047,9.737,2.931,2.675,-10.549,-13.129,-7.135,-0.662
-4.57,-16.023,9.79,2.957,2.718,-10.527,-13.111,-7.108,-0.636
-4.559,-15.999,9.839,2.983,2.763,-10.502,-13.092,-7.083,-0.611
-4.552,-15.978,9.865,3.009,2.798,-10.484,-13.078,-7.058,-0.588
-4.548,-15.959,9.896,3.032,2.835,-10.465,-13.063,-7.037,-0.566
-4.545,-15.939,9.941,3.055,2.873,-10.446,-13.046,-7.013,-0.545
-4.545,-15.923,9.982,3.076,2.906,-10.436,-13.034,-6.995,-0.526
-4.55,-15.906,10.002,3.094,2.942,-10.424,-13.02,-6.978,-0.509
-4.557,-15.89,10.027,3.112,2.976,-10.412,-13.008,-6.96,-0.491
-4.566,-15.877,10.063,3.129,3.005,-10.409,-12.999,-6.944,-0.476
-4.58,-15.863,10.102,3.144,3.033,-10.402,-12.988,-6.93,-0.461
-4.593,-15.85,10.117,3.163,3.07,-10.397,-12.975,-6.915,-0.448
