id_1,id_2,id_3,id_4,id_5,id_6,id_7,id_8,id_9
0.941,-0.282,2.836,5.603,9.037,-1.466,-0.873,2.081,-0.854
0.922,-0.278,2.837,5.61,9.038,-1.489,-0.868,2.084,-0.848
0.9,-0.27,2.839,5.619,9.041,-1.509,-0.863,2.087,-0.84
0.879,-0.264,2.841,5.626,9.043,-1.532,-0.86,2.089,-0.835
0.858,-0.26,2.841,5.632,9.043,-1.563,-0.859,2.09,-0.829
0.836,-0.256,2.841,5.637,9.045,-1.591,-0.857,2.09,-0.826
0.815,-0.251,2.843,5.643,9.047,-1.621,-0.857,2.09,-0.822
0.794,-0.246,2.845,5.648,9.049,-1.659,-0.855,2.089,-0.819
0.774,-0.242,2.845,5.653,9.049,-1.695,-0.857,2.089,-0.817
0.753,-0.239,2.845,5.656,9.05,-1.734,-0.858,2.086,-0.816
0.733,-0.234,2.846,5.661,9.051,-1.774,-0.86,2.083,-0.815
0.712,-0.23,2.847,5.664,9.053,-1.816,-0.863,2.08,-0.814
0.692,-0.226,2.848,5.667,9.053,-1.861,-0.866,2.075,-0.814
0.674,-0.223,2.849,5.67,9.055,-1.905,-0.871,2.071,-0.812
0.655,-0.22,2.85,5.673,9.056,-1.952,-0.877,2.066,-0.814
0.637,-0.216,2.85,5.675,9.056,-2.001,-0.882,2.06,-0.817
0.62,-0.212,2.851,5.677,9.058,-2.048,-0.889,2.054,-0.82
0.604,-0.21,2.852,5.678,9.058,-2.099,-0.896,2.047,-0.823
0.587,-0.207,2.852,5.679,9.058,-2.15,-0.906,2.039,-0.826
0.57,-0.206,2.851,5.679,9.058,-2.193,-0.918,2.031,-0.832
0.554,-0.202,2.852,5.68,9.059,-2.241,-0.927,2.022,-0.838
0.54,-0.2,2.853,5.68,9.058,-2.288,-0.94,2.013,-0.846
0.525,-0.197,2.853,5.679,9.058,-2.331,-0.953,2.003,-0.851
0.511,-0.195,2.852,5.678,9.058,-2.376,-0.968,1.992,-0.861
0.499,-0.193,2.853,5.677,9.058,-2.417,-0.985,1.98,-0.872
0.486,-0.191,2.852,5.675,9.057,-2.453,-1.002,1.965,-0.879
0.473,-0.189,2.852,5.673,9.057,-2.489,-1.021,1.952,-0.893
0.461,-0.188,2.852,5.67,9.056,-2.525,-1.044,1.938,-0.908
0.449,-0.186,2.852,5.668,9.056,-2.561,-1.066,1.924,-0.918
0.438,-0.186,2.851,5.664,9.055,-2.594,-1.09,1.909,-0.937
0.428,-0.183,2.85,5.66,9.054,-2.62,-1.117,1.892,-0.952
0.418,-0.183,2.85,5.656,9.052,-2.647,-1.145,1.876,-0.973
0.409,-0.18,2.849,5.651,9.051,-2.675,-1.177,1.859,-0.991
0.399,-0.179,2.848,5.647,9.05,-2.699,-1.207,1.841,-1.01
0.389,-0.178,2.847,5.64,9.048,-2.724,-1.243,1.822,-1.038
0.381,-0.178,2.846,5.634,9.047,-2.745,-1.281,1.803,-1.061
0.372,-0.177,2.844,5.627,9.045,-2.766,-1.32,1.782,-1.087
0.365,-0.176,2.843,5.619,9.042,-2.786,-1.364,1.76,-1.123
0.357,-0.176,2.842,5.611,9.04,-2.803,-1.408,1.743,-1.154
0.35,-0.175,2.841,5.603,9.038,-2.819,-1.454,1.721,-1.188
0.343,-0.174,2.839,5.595,9.036,-2.836,-1.502,1.699,-1.223
0.335,-0.174,2.837,5.584,9.033,-2.851,-1.553,1.674,-1.263
0.329,-0.173,2.836,5.573,9.03,-2.865,-1.606,1.65,-1.305
0.324,-0.174,2.834,5.562,9.028,-2.877,-1.657,1.63,-1.349
0.318,-0.173,2.832,5.549,9.024,-2.89,-1.712,1.605,-1.399
0.312,-0.173,2.829,5.535,9.02,-2.902,-1.767,1.578,-1.45
0.307,-0.174,2.827,5.522,9.017,-2.914,-1.825,1.556,-1.503
0.301,-0.173,2.825,5.507,9.014,-2.925,-1.88,1.53,-1.564
0.296,-0.175,2.823,5.491,9.009,-2.934,-1.935,1.506,-1.624
0.291,-0.173,2.82,5.474,9.006,-2.944,-1.99,1.48,-1.673
0.287,-0.175,2.817,5.456,9.002,-2.953,-2.039,1.456,-1.737
0.282,-0.175,2.814,5.437,8.997,-2.96,-2.092,1.428,-1.8
0.278,-0.176,2.812,5.415,8.992,-2.968,-2.141,1.404,-1.857
0.274,-0.177,2.808,5.394,8.988,-2.976,-2.185,1.38,-1.923
0.271,-0.177,2.805,5.369,8.982,-2.984,-2.23,1.353,-1.975
0.267,-0.179,2.802,5.346,8.978,-2.989,-2.274,1.327,-2.027
0.264,-0.181,2.798,5.319,8.971,-2.997,-2.314,1.302,-2.088
0.261,-0.182,2.795,5.292,8.965,-3.003,-2.352,1.28,-2.138
0.258,-0.181,2.791,5.262,8.959,-3.009,-2.389,1.255,-2.187
0.254,-0.185,2.786,5.23,8.951,-3.014,-2.423,1.231,-2.239
0.252,-0.187,2.782,5.198,8.945,-3.02,-2.456,1.208,-2.288
0.248,-0.188,2.777,5.163,8.937,-3.025,-2.488,1.183,-2.333
0.246,-0.191,2.773,5.128,8.93,-3.03,-2.515,1.16,-2.37
0.243,-0.192,2.767,5.088,8.921,-3.035,-2.54,1.141,-2.411
0.241,-0.195,2.763,5.049,8.914,-3.038,-2.565,1.119,-2.45
0.239,-0.199,2.757,5.007,8.905,-3.044,-2.59,1.096,-2.477
0.237,-0.202,2.752,4.964,8.896,-3.047,-2.612,1.077,-2.508
0.234,-0.205,2.745,4.919,8.887,-3.051,-2.631,1.056,-2.54
0.233,-0.206,2.74,4.875,8.876,-3.055,-2.65,1.036,-2.562
0.232,-0.213,2.733,4.827,8.866,-3.058,-2.668,1.02,-2.588
0.23,-0.216,2.727,4.78,8.855,-3.061,-2.686,1.004,-2.614
0.228,-0.221,2.72,4.732,8.843,-3.064,-2.702,0.984,-2.636
0.227,-0.225,2.712,4.685,8.832,-3.067,-2.715,0.967,-2.655
0.226,-0.231,2.705,4.636,8.819,-3.07,-2.731,0.951,-2.673
0.224,-0.238,2.697,4.585,8.806,-3.073,-2.744,0.933,-2.694
0.224,-0.242,2.689,4.539,8.793,-3.076,-2.756,0.919,-2.71
0.222,-0.251,2.68,4.493,8.778,-3.078,-2.768,0.906,-2.724
0.222,-0.26,2.671,4.445,8.762,-3.081,-2.779,0.892,-2.738
0.222,-0.265,2.661,4.402,8.747,-3.083,-2.79,0.879,-2.752
0.221,-0.277,2.652,4.359,8.732,-3.085,-2.8,0.866,-2.763
0.22,-0.284,2.641,4.315,8.715,-3.087,-2.809,0.852,-2.776
0.219,-0.299,2.631,4.275,8.696,-3.089,-2.818,0.842,-2.788
0.219,-0.309,2.62,4.237,8.678,-3.091,-2.826,0.831,-2.799
0.219,-0.327,2.608,4.2,8.657,-3.093,-2.834,0.819,-2.807
0.218,-0.338,2.596,4.165,8.638,-3.095,-2.841,0.808,-2.817
0.218,-0.354,2.584,4.131,8.616,-3.097,-2.848,0.798,-2.823
0.218,-0.372,2.57,4.101,8.596,-3.098,-2.855,0.79,-2.832
0.219,-0.4,2.556,4.069,8.572,-3.099,-2.861,0.78,-2.839
0.219,-0.422,2.542,4.041,8.547,-3.1,-2.866,0.771,-2.846
0.219,-0.45,2.527,4.015,8.523,-3.104,-2.872,0.764,-2.853
0.22,-0.48,2.512,3.99,8.498,-3.103,-2.877,0.758,-2.858
0.22,-0.518,2.494,3.964,8.472,-3.106,-2.883,0.747,-2.864
0.221,-0.548,2.478,3.944,8.445,-3.106,-2.886,0.742,-2.868
0.222,-0.598,2.461,3.924,8.416,-3.107,-2.89,0.737,-2.872
0.223,-0.658,2.442,3.904,8.387,-3.108,-2.894,0.73,-2.877
0.224,-0.729,2.424,3.886,8.357,-3.109,-2.898,0.725,-2.881
0.224,-0.796,2.401,3.868,8.327,-3.111,-2.902,0.718,-2.887
0.225,-0.893,2.38,3.853,8.295,-3.111,-2.905,0.715,-2.888
0.227,-0.986,2.359,3.838,8.265,-3.112,-2.908,0.711,-2.891
0.229,-1.123,2.337,3.824,8.231,-3.113,-2.91,0.706,-2.893
0.231,-1.253,2.314,3.812,8.201,-3.112,-2.912,0.704,-2.895
0.233,-1.388,2.289,3.8,8.169,-3.113,-2.914,0.7,-2.897
0.234,-1.539,2.266,3.789,8.133,-3.113,-2.916,0.697,-2.897
0.236,-1.685,2.24,3.779,8.1,-3.115,-2.918,0.695,-2.901
0.238,-1.817,2.214,3.769,8.068,-3.114,-2.92,0.692,-2.901
0.241,-1.961,2.185,3.761,8.035,-3.115,-2.921,0.689,-2.902
0.243,-2.077,2.16,3.754,8.004,-3.114,-2.921,0.691,-2.902
0.246,-2.16,2.13,3.746,7.971,-3.114,-2.922,0.689,-2.902
0.249,-2.249,2.102,3.739,7.938,-3.115,-2.924,0.687,-2.904
0.253,-2.326,2.075,3.734,7.908,-3.113,-2.922,0.688,-2.901
0.255,-2.384,2.043,3.729,7.878,-3.114,-2.923,0.689,-2.9
0.258,-2.437,2.013,3.724,7.848,-3.114,-2.924,0.688,-2.901
0.263,-2.476,1.983,3.721,7.822,-3.112,-2.922,0.691,-2.898
0.266,-2.517,1.952,3.717,7.792,-3.112,-2.923,0.69,-2.897
0.27,-2.552,1.925,3.714,7.765,-3.112,-2.922,0.693,-2.896
0.275,-2.576,1.895,3.713,7.742,-3.109,-2.92,0.696,-2.891
0.28,-2.599,1.864,3.711,7.718,-3.11,-2.92,0.698,-2.89
0.285,-2.625,1.837,3.711,7.695,-3.107,-2.917,0.701,-2.887
0.289,-2.635,1.809,3.71,7.673,-3.107,-2.916,0.705,-2.884
0.295,-2.651,1.78,3.71,7.653,-3.106,-2.914,0.708,-2.88
0.301,-2.661,1.753,3.712,7.635,-3.102,-2.911,0.714,-2.876
0.307,-2.673,1.725,3.713,7.617,-3.101,-2.908,0.719,-2.872
0.313,-2.68,1.703,3.716,7.601,-3.099,-2.906,0.724,-2.868
0.321,-2.682,1.68,3.719,7.588,-3.097,-2.901,0.73,-2.861
0.328,-2.692,1.655,3.722,7.574,-3.094,-2.898,0.737,-2.857
0.335,-2.695,1.633,3.726,7.561,-3.091,-2.894,0.743,-2.849
0.345,-2.698,1.616,3.732,7.552,-3.087,-2.888,0.752,-2.842
0.352,-2.698,1.597,3.737,7.542,-3.085,-2.884,0.76,-2.834
0.361,-2.696,1.578,3.743,7.534,-3.08,-2.878,0.769,-2.827
0.371,-2.698,1.562,3.75,7.527,-3.077,-2.873,0.779,-2.819
0.383,-2.691,1.552,3.76,7.525,-3.07,-2.864,0.792,-2.806
0.394,-2.689,1.537,3.768,7.521,-3.067,-2.858,0.802,-2.797
0.404,-2.685,1.527,3.777,7.519,-3.061,-2.849,0.814,-2.788
0.417,-2.679,1.518,3.787,7.519,-3.055,-2.841,0.828,-2.777
0.43,-2.671,1.51,3.799,7.52,-3.048,-2.833,0.841,-2.766
0.445,-2.663,1.505,3.811,7.522,-3.042,-2.822,0.856,-2.752
0.459,-2.653,1.502,3.825,7.527,-3.035,-2.813,0.873,-2.737
0.475,-2.643,1.5,3.84,7.533,-3.025,-2.8,0.891,-2.721
0.492,-2.628,1.5,3.856,7.541,-3.016,-2.788,0.91,-2.706
0.511,-2.613,1.503,3.874,7.551,-3.006,-2.773,0.93,-2.687
0.531,-2.6,1.509,3.893,7.563,-2.994,-2.758,0.953,-2.669
0.552,-2.583,1.518,3.915,7.576,-2.982,-2.742,0.976,-2.646
0.571,-2.568,1.523,3.932,7.588,-2.972,-2.728,0.997,-2.629
0.595,-2.547,1.535,3.957,7.607,-2.956,-2.709,1.025,-2.603
0.622,-2.524,1.55,3.984,7.628,-2.939,-2.687,1.055,-2.579
0.646,-2.502,1.563,4.008,7.647,-2.925,-2.669,1.081,-2.555
0.675,-2.475,1.585,4.039,7.672,-2.907,-2.645,1.115,-2.525
0.702,-2.45,1.603,4.066,7.695,-2.89,-2.623,1.145,-2.499
0.731,-2.426,1.623,4.096,7.721,-2.874,-2.601,1.177,-2.47
0.768,-2.391,1.652,4.133,7.754,-2.848,-2.57,1.218,-2.433
0.801,-2.362,1.678,4.168,7.785,-2.828,-2.544,1.257,-2.399
0.836,-2.33,1.709,4.205,7.819,-2.804,-2.516,1.296,-2.363
0.872,-2.296,1.741,4.243,7.854,-2.781,-2.487,1.338,-2.326
0.911,-2.26,1.773,4.283,7.891,-2.758,-2.456,1.381,-2.287
0.952,-2.221,1.811,4.327,7.931,-2.729,-2.423,1.427,-2.246
0.993,-2.18,1.85,4.371,7.974,-2.702,-2.388,1.475,-2.203
1.036,-2.138,1.89,4.417,8.018,-2.674,-2.353,1.525,-2.157
1.084,-2.092,1.936,4.467,8.066,-2.643,-2.315,1.579,-2.111
1.13,-2.05,1.982,4.517,8.115,-2.61,-2.277,1.632,-2.062
1.171,-2.007,2.023,4.563,8.159,-2.585,-2.243,1.681,-2.02
1.218,-1.965,2.07,4.612,8.208,-2.556,-2.207,1.736,-1.973
1.259,-1.92,2.114,4.659,8.254,-2.531,-2.176,1.786,-1.927
1.305,-1.877,2.162,4.71,8.305,-2.502,-2.139,1.841,-1.879
1.348,-1.836,2.206,4.757,8.352,-2.478,-2.106,1.892,-1.835
1.386,-1.797,2.249,4.802,8.396,-2.457,-2.08,1.941,-1.791
1.425,-1.756,2.292,4.846,8.441,-2.434,-2.052,1.989,-1.751
1.459,-1.721,2.332,4.888,8.483,-2.417,-2.028,2.035,-1.713
1.494,-1.69,2.372,4.929,8.526,-2.401,-2.006,2.082,-1.674
1.526,-1.655,2.413,4.97,8.568,-2.385,-1.984,2.127,-1.636
1.557,-1.623,2.451,5.008,8.607,-2.374,-1.966,2.171,-1.602
1.584,-1.594,2.487,5.044,8.644,-2.366,-1.953,2.211,-1.57
1.605,-1.573,2.519,5.076,8.679,-2.357,-1.942,2.248,-1.541
1.626,-1.548,2.55,5.106,8.71,-2.354,-1.935,2.283,-1.515
1.647,-1.528,2.582,5.138,8.744,-2.35,-1.926,2.321,-1.487
1.663,-1.506,2.612,5.165,8.775,-2.346,-1.922,2.353,-1.463
1.674,-1.494,2.637,5.189,8.801,-2.35,-1.926,2.384,-1.443
1.685,-1.476,2.663,5.212,8.828,-2.353,-1.929,2.412,-1.427
1.691,-1.466,2.686,5.233,8.852,-2.358,-1.935,2.441,-1.41
1.694,-1.459,2.708,5.251,8.874,-2.365,-1.943,2.465,-1.395
1.697,-1.451,2.731,5.271,8.898,-2.369,-1.95,2.492,-1.378
1.695,-1.445,2.751,5.287,8.919,-2.379,-1.963,2.516,-1.369
1.695,-1.436,2.77,5.302,8.939,-2.388,-1.977,2.537,-1.359
1.687,-1.434,2.788,5.316,8.957,-2.395,-1.99,2.559,-1.349
1.681,-1.433,2.805,5.328,8.974,-2.405,-2.007,2.579,-1.344
1.667,-1.435,2.82,5.338,8.99,-2.417,-2.026,2.596,-1.338
1.653,-1.446,2.834,5.345,9.004,-2.43,-2.046,2.613,-1.339
1.632,-1.451,2.847,5.353,9.017,-2.444,-2.069,2.628,-1.335
1.614,-1.457,2.859,5.36,9.03,-2.455,-2.088,2.643,-1.333
1.593,-1.466,2.871,5.363,9.041,-2.465,-2.11,2.657,-1.336
1.564,-1.472,2.883,5.368,9.054,-2.478,-2.134,2.672,-1.335
1.538,-1.48,2.895,5.372,9.066,-2.488,-2.155,2.687,-1.339
1.508,-1.499,2.906,5.374,9.076,-2.499,-2.179,2.698,-1.342
1.474,-1.51,2.914,5.374,9.085,-2.514,-2.204,2.709,-1.35
1.445,-1.524,2.922,5.373,9.093,-2.524,-2.223,2.719,-1.354
1.412,-1.544,2.932,5.372,9.102,-2.533,-2.245,2.73,-1.363
1.372,-1.559,2.939,5.37,9.11,-2.547,-2.27,2.739,-1.369
1.329,-1.576,2.947,5.366,9.117,-2.558,-2.29,2.748,-1.381
1.293,-1.599,2.954,5.361,9.124,-2.567,-2.31,2.757,-1.393
1.256,-1.615,2.961,5.356,9.13,-2.577,-2.332,2.765,-1.402
1.214,-1.635,2.969,5.35,9.137,-2.585,-2.352,2.774,-1.415
1.172,-1.659,2.973,5.342,9.141,-2.596,-2.374,2.78,-1.427
1.133,-1.678,2.98,5.334,9.147,-2.604,-2.39,2.788,-1.441
1.095,-1.707,2.986,5.324,9.152,-2.613,-2.407,2.794,-1.454
1.055,-1.728,2.989,5.312,9.156,-2.622,-2.426,2.799,-1.472
1.015,-1.748,2.994,5.3,9.159,-2.63,-2.443,2.804,-1.485
0.976,-1.778,2.999,5.289,9.163,-2.637,-2.46,2.81,-1.503
0.938,-1.799,3.002,5.274,9.165,-2.647,-2.477,2.814,-1.519
0.903,-1.82,3.006,5.258,9.168,-2.654,-2.491,2.818,-1.539
0.871,-1.849,3.011,5.242,9.171,-2.66,-2.504,2.824,-1.553
0.839,-1.87,3.014,5.227,9.174,-2.667,-2.517,2.828,-1.573
0.806,-1.893,3.018,5.208,9.175,-2.674,-2.53,2.833,-1.592
0.775,-1.922,3.02,5.189,9.177,-2.681,-2.544,2.835,-1.612
0.749,-1.943,3.023,5.169,9.179,-2.686,-2.556,2.838,-1.629
0.723,-1.967,3.026,5.149,9.179,-2.692,-2.566,2.841,-1.653
0.698,-1.988,3.029,5.125,9.181,-2.697,-2.576,2.843,-1.669
0.674,-2.006,3.031,5.103,9.181,-2.702,-2.587,2.845,-1.688
0.652,-2.028,3.034,5.081,9.182,-2.706,-2.596,2.847,-1.71
0.629,-2.053,3.036,5.055,9.182,-2.711,-2.606,2.848,-1.728
0.612,-2.075,3.038,5.028,9.182,-2.715,-2.614,2.849,-1.747
0.592,-2.099,3.039,5.0,9.181,-2.72,-2.623,2.849,-1.77
0.575,-2.116,3.041,4.972,9.18,-2.724,-2.631,2.85,-1.788
0.558,-2.132,3.042,4.947,9.179,-2.727,-2.637,2.851,-1.808
0.543,-2.15,3.043,4.918,9.178,-2.731,-2.645,2.85,-1.825
0.528,-2.166,3.044,4.887,9.176,-2.735,-2.653,2.852,-1.842
0.516,-2.185,3.046,4.856,9.174,-2.737,-2.658,2.851,-1.865
0.502,-2.205,3.047,4.827,9.171,-2.741,-2.665,2.848,-1.884
0.49,-2.216,3.048,4.795,9.169,-2.743,-2.67,2.848,-1.901
0.478,-2.232,3.048,4.765,9.166,-2.746,-2.676,2.846,-1.92
0.469,-2.25,3.048,4.735,9.163,-2.748,-2.68,2.846,-1.936
0.459,-2.262,3.049,4.704,9.159,-2.75,-2.686,2.842,-1.953
0.449,-2.275,3.048,4.673,9.155,-2.753,-2.691,2.838,-1.972
0.44,-2.289,3.049,4.642,9.151,-2.755,-2.693,2.834,-1.988
0.433,-2.299,3.049,4.611,9.145,-2.756,-2.698,2.834,-2.001
0.427,-2.309,3.05,4.584,9.142,-2.757,-2.701,2.829,-2.013
0.418,-2.324,3.048,4.553,9.134,-2.759,-2.705,2.826,-2.031
0.411,-2.335,3.047,4.524,9.128,-2.761,-2.709,2.818,-2.047
0.405,-2.345,3.047,4.497,9.121,-2.762,-2.711,2.811,-2.059
0.401,-2.356,3.046,4.471,9.116,-2.762,-2.713,2.809,-2.071
0.395,-2.364,3.046,4.444,9.108,-2.763,-2.716,2.799,-2.083
0.388,-2.373,3.043,4.416,9.098,-2.765,-2.719,2.793,-2.096
0.385,-2.38,3.042,4.393,9.089,-2.765,-2.72,2.783,-2.107
0.381,-2.387,3.041,4.369,9.08,-2.765,-2.722,2.776,-2.118
0.377,-2.396,3.038,4.345,9.069,-2.766,-2.724,2.768,-2.13
0.374,-2.403,3.036,4.324,9.058,-2.766,-2.726,2.754,-2.141
0.372,-2.408,3.034,4.304,9.046,-2.766,-2.727,2.744,-2.151
0.369,-2.413,3.032,4.283,9.033,-2.765,-2.727,2.734,-2.161
0.366,-2.42,3.029,4.262,9.02,-2.766,-2.729,2.714,-2.17
0.363,-2.425,3.026,4.245,9.005,-2.765,-2.73,2.701,-2.177
0.362,-2.43,3.023,4.227,8.99,-2.764,-2.73,2.686,-2.186
0.36,-2.434,3.02,4.21,8.973,-2.763,-2.73,2.67,-2.192
0.358,-2.439,3.015,4.194,8.953,-2.763,-2.731,2.651,-2.199
0.358,-2.443,3.011,4.178,8.936,-2.762,-2.731,2.621,-2.208
0.356,-2.447,3.007,4.163,8.915,-2.761,-2.73,2.598,-2.213
0.355,-2.448,3.003,4.151,8.892,-2.759,-2.73,2.573,-2.218
0.354,-2.452,2.997,4.138,8.869,-2.758,-2.73,2.544,-2.225
0.354,-2.455,2.991,4.125,8.843,-2.757,-2.729,2.513,-2.229
0.355,-2.457,2.984,4.115,8.817,-2.756,-2.729,2.478,-2.234
0.353,-2.459,2.977,4.104,8.786,-2.754,-2.728,2.453,-2.24
0.356,-2.459,2.972,4.095,8.758,-2.751,-2.725,2.416,-2.242
0.355,-2.46,2.963,4.086,8.725,-2.75,-2.726,2.37,-2.245
0.358,-2.459,2.955,4.078,8.69,-2.747,-2.723,2.321,-2.248
0.357,-2.462,2.946,4.069,8.652,-2.745,-2.722,2.267,-2.252
0.359,-2.461,2.935,4.063,8.614,-2.742,-2.72,2.223,-2.254
0.359,-2.462,2.925,4.056,8.572,-2.741,-2.719,2.166,-2.257
0.362,-2.46,2.913,4.05,8.535,-2.737,-2.716,2.12,-2.257
0.364,-2.459,2.902,4.045,8.49,-2.734,-2.714,2.051,-2.258
0.366,-2.457,2.887,4.041,8.444,-2.73,-2.711,1.984,-2.259
0.37,-2.458,2.873,4.037,8.4,-2.727,-2.708,1.923,-2.259
0.371,-2.455,2.858,4.033,8.35,-2.723,-2.705,1.847,-2.26
0.375,-2.453,2.841,4.029,8.302,-2.72,-2.702,1.79,-2.258
0.378,-2.452,2.823,4.027,8.255,-2.716,-2.699,1.731,-2.258
0.38,-2.449,2.803,4.026,8.206,-2.713,-2.696,1.66,-2.257
0.385,-2.446,2.781,4.024,8.157,-2.709,-2.693,1.6,-2.255
0.388,-2.443,2.761,4.023,8.109,-2.705,-2.689,1.542,-2.254
0.393,-2.438,2.737,4.024,8.064,-2.698,-2.683,1.498,-2.251
0.396,-2.436,2.708,4.023,8.019,-2.694,-2.68,1.45,-2.248
0.399,-2.432,2.681,4.023,7.975,-2.69,-2.676,1.393,-2.246
0.406,-2.425,2.649,4.026,7.935,-2.683,-2.67,1.345,-2.241
0.41,-2.421,2.617,4.027,7.896,-2.679,-2.666,1.301,-2.237
0.416,-2.416,2.584,4.03,7.86,-2.672,-2.66,1.265,-2.233
0.422,-2.412,2.547,4.032,7.821,-2.668,-2.656,1.234,-2.229
0.428,-2.403,2.509,4.037,7.792,-2.66,-2.649,1.212,-2.222
0.436,-2.396,2.468,4.041,7.765,-2.653,-2.643,1.187,-2.216
0.44,-2.391,2.422,4.044,7.733,-2.647,-2.638,1.157,-2.212
0.448,-2.383,2.382,4.05,7.708,-2.64,-2.631,1.136,-2.204
0.456,-2.375,2.335,4.056,7.687,-2.632,-2.624,1.12,-2.196
0.461,-2.368,2.288,4.059,7.665,-2.627,-2.619,1.104,-2.19
0.47,-2.36,2.236,4.067,7.646,-2.617,-2.611,1.089,-2.182
0.479,-2.35,2.188,4.074,7.629,-2.609,-2.603,1.075,-2.173
0.488,-2.34,2.141,4.082,7.616,-2.6,-2.595,1.07,-2.163
0.495,-2.333,2.089,4.088,7.6,-2.594,-2.589,1.057,-2.156
0.504,-2.322,2.042,4.097,7.589,-2.584,-2.58,1.052,-2.146
0.515,-2.311,2.0,4.107,7.581,-2.574,-2.572,1.047,-2.135
0.526,-2.301,1.956,4.117,7.574,-2.564,-2.562,1.045,-2.123
0.536,-2.288,1.917,4.128,7.569,-2.554,-2.553,1.046,-2.112
0.548,-2.276,1.876,4.139,7.565,-2.543,-2.543,1.043,-2.098
0.559,-2.262,1.839,4.15,7.562,-2.532,-2.533,1.045,-2.086
0.571,-2.25,1.806,4.163,7.561,-2.521,-2.523,1.049,-2.071
0.583,-2.236,1.776,4.176,7.561,-2.51,-2.512,1.053,-2.058
0.598,-2.221,1.749,4.19,7.562,-2.497,-2.502,1.06,-2.042
0.611,-2.206,1.727,4.204,7.567,-2.484,-2.49,1.067,-2.028
0.621,-2.194,1.703,4.215,7.567,-2.476,-2.482,1.072,-2.016
0.635,-2.178,1.683,4.23,7.572,-2.462,-2.471,1.081,-1.999
0.65,-2.162,1.666,4.247,7.579,-2.449,-2.459,1.091,-1.981
0.665,-2.145,1.654,4.264,7.586,-2.436,-2.448,1.101,-1.965
0.68,-2.128,1.643,4.281,7.595,-2.421,-2.435,1.113,-1.946
0.697,-2.109,1.634,4.299,7.606,-2.407,-2.422,1.124,-1.927
0.714,-2.091,1.629,4.318,7.617,-2.392,-2.411,1.14,-1.907
0.732,-2.07,1.626,4.338,7.628,-2.377,-2.397,1.155,-1.886
0.748,-2.051,1.624,4.358,7.642,-2.361,-2.384,1.169,-1.865
0.768,-2.029,1.625,4.378,7.656,-2.345,-2.37,1.189,-1.844
0.782,-2.013,1.625,4.396,7.668,-2.333,-2.362,1.2,-1.824
0.801,-1.993,1.628,4.417,7.683,-2.319,-2.348,1.22,-1.803
0.819,-1.971,1.632,4.44,7.7,-2.302,-2.337,1.237,-1.779
0.842,-1.947,1.642,4.463,7.718,-2.284,-2.321,1.261,-1.754
0.861,-1.925,1.652,4.488,7.737,-2.268,-2.31,1.279,-1.73
0.879,-1.905,1.659,4.507,7.752,-2.256,-2.301,1.296,-1.709
0.899,-1.881,1.67,4.532,7.773,-2.24,-2.29,1.319,-1.682
0.92,-1.858,1.683,4.557,7.794,-2.222,-2.277,1.344,-1.657
0.937,-1.837,1.693,4.578,7.811,-2.211,-2.271,1.361,-1.634
0.96,-1.813,1.708,4.605,7.832,-2.194,-2.26,1.385,-1.607
0.982,-1.788,1.725,4.631,7.855,-2.178,-2.252,1.409,-1.579
1.0,-1.766,1.738,4.655,7.875,-2.165,-2.246,1.43,-1.554
1.021,-1.742,1.756,4.681,7.898,-2.152,-2.241,1.456,-1.528
1.04,-1.72,1.771,4.705,7.918,-2.141,-2.238,1.477,-1.502
1.061,-1.696,1.79,4.732,7.942,-2.128,-2.232,1.503,-1.474
1.08,-1.672,1.807,4.756,7.963,-2.117,-2.236,1.523,-1.449
1.097,-1.654,1.822,4.78,7.983,-2.109,-2.238,1.547,-1.425
1.118,-1.628,1.843,4.806,8.007,-2.1,-2.24,1.573,-1.397
1.137,-1.607,1.861,4.832,8.03,-2.09,-2.246,1.597,-1.37
1.154,-1.587,1.878,4.855,8.05,-2.086,-2.255,1.617,-1.345
1.169,-1.567,1.895,4.877,8.07,-2.084,-2.269,1.64,-1.323
1.185,-1.549,1.913,4.9,8.09,-2.081,-2.286,1.659,-1.299
1.203,-1.526,1.934,4.927,8.115,-2.077,-2.301,1.688,-1.269
1.22,-1.504,1.954,4.951,8.137,-2.077,-2.318,1.71,-1.244
1.232,-1.491,1.967,4.971,8.154,-2.081,-2.347,1.73,-1.224
1.245,-1.477,1.983,4.991,8.172,-2.088,-2.379,1.749,-1.202
1.258,-1.461,2.001,5.013,8.192,-2.094,-2.41,1.769,-1.179
1.27,-1.445,2.019,5.035,8.212,-2.103,-2.447,1.792,-1.155
1.283,-1.426,2.037,5.057,8.232,-2.112,-2.483,1.813,-1.131
1.292,-1.417,2.052,5.075,8.248,-2.129,-2.526,1.83,-1.113
1.302,-1.407,2.066,5.093,8.265,-2.145,-2.568,1.848,-1.092
1.308,-1.396,2.081,5.112,8.281,-2.162,-2.613,1.869,-1.073
1.316,-1.389,2.095,5.129,8.297,-2.187,-2.663,1.884,-1.053
1.323,-1.378,2.109,5.146,8.312,-2.211,-2.712,1.901,-1.035
1.331,-1.371,2.126,5.165,8.329,-2.235,-2.755,1.92,-1.014
1.333,-1.369,2.137,5.18,8.344,-2.262,-2.805,1.935,-0.997
1.337,-1.366,2.15,5.195,8.357,-2.294,-2.85,1.949,-0.981
1.34,-1.366,2.162,5.209,8.37,-2.327,-2.893,1.961,-0.963
